#,Source,book/wikipedia,Passage,Question,Answer,Passagem,Questão,Resposta
184,coastal_fisheries_of_brazil_7.txt,book,Traditional sea tenure and fisheries management are only now receiving significant attention from scholars scientists and fisheries managers in Brazil. One reason for this lack of interest is that vast areas of the country such as the Amazon and the sea were treated by powerful industrial and urban elites as ‘empty spaces’. Traditional populations of the Amazon particularly the Indians and the riverside populations were ‘invisible’ until recently. This ‘invisibility’ served the ideological purpose of the elites wishing to exploit the Amazon as only ‘uncivilized people’ were living there. The same biased view was applied to artisanal fishers and their communities. When the Indians and the artisanal fishers started to react to outsider intrusion often by force they became ‘visible’ as did their rich culture and knowledge of ecosystems and management techniques.,What can make the Traditional populations of the Amazon more visible?,Their reaction to outsider intrusion often by force.,"A tradicional posse marítima e a gestão das pescas estão apenas recebendo atenção significativa dos cientistas dos estudiosos e dos gerentes de pesca no Brasil. Uma razão para essa falta de interesse é que vastas áreas do país como a Amazônia e o Mar foram tratadas por poderosas elites industriais e urbanas como ""espaços vazios"". As populações tradicionais da Amazônia, particularmente, os índios e as populações da Riverside eram ""invisíveis"" até recentemente. Essa 'invisibilidade' serviu o propósito ideológico das elites que desejam explorar a Amazônia como apenas ""pessoas incivindadas"" viviam lá. A mesma visão tendenciosa foi aplicada a pescadores artesanais e suas comunidades. Quando os índios e os pescadores artesanais começaram a reagir à intrusão de fora, muitas vezes, pela força, tornaram-se ""visíveis"", assim como sua rica cultura e conhecimento de ecossistemas e técnicas de gestão.",O que pode fazer as populações tradicionais da Amazônia mais visível?,Sua reação à intrusão de fora muitas vezes pela força.
185,Port_of_Tubarão.txt,wikipedia,The Port of Tubarão is a port in Brazil near the city of Vitória in Espírito Santo. The port was created in 1966 by the Brazilian mining company Vale to export iron ore extracted from the Iron Quadrangle in Minas Gerais. In 2007 the Port of Tubarão was the largest iron ore embarking port in the world shipping around 80 million metric tons of ore a year. Lesser port trade includes grain and soybean meal. Vale is still the owner of the port.The port is among the fastest iron ore loading terminals in the world with an average loading rate of 12000 tonnes per hour and a nominal loading rate of 16000 tonnes per hour.,when was the Port of Tubarão created?,1966,"O porto de Tubarão é um porto no Brasil perto da cidade de Vitória, no Espírito Santo. A porta foi criada em 1966 pela empresa Brasileira de Mineração Vale para exportar minério de ferro extraído do quadrilátero de ferro em Minas Gerais. Em 2007, o porto de Tubarão foi o maior porto de embaraço de minério de ferro do frete mundial em torno de 80 milhões de toneladas de minério por ano. Comércio de portas menores inclui grãos e refeição de soja. A Vale ainda é proprietária do porto. A porta está entre os terminais de carregamento de minério de ferro mais rápido do mundo, com uma taxa de carregamento média de 12000 toneladas por hora e uma taxa de carregamento nominal de 16000 toneladas por hora.",Quando foi criado o porto de Tubarão?,1966.
186,Port_of_Santos.txt,wikipedia,"Two issues facing the port today are access and distribution within the port. Due to the fact that the port operates 24 hours a day there is a lot of congestion on the roads and railways. There is only a three-lane road with two of those lanes for entry to the port and one for exiting. The port is considering a few possible solutions such as deepening the channels, applying intelligent transportation systems technologies, and better truck storage facilities. These plans for expansion have been planned to be put in place by the year 2024 due to the economic growth of the town. According to CODESP, all of these projects the Port of Santos will be moving three times more cargo, from the current 97.2 million tons to 230 million tons, with the general cargo accounting for 53% of this volume, solid bulk for 30% and liquid bulk for 17%.",What are the main challenging issues the Port of Santos faces today?,Access and distribution within the port.,"Duas questões que enfrentam o porto hoje são acesso e distribuição dentro da porta. Devido ao fato de que o porto opera 24 horas por dia, há muito congestionamento nas estradas e ferrovias. Há apenas uma estrada de três pistas com duas dessas faixas para entrada no porto e outra para sair. A porta está considerando algumas soluções possíveis, como aprofundar os canais, aplicando tecnologias de sistemas de transporte inteligentes e melhores instalações de armazenamento de caminhões. Estes planos para expansão foram planejados para serem implementados até o ano 2024 devido ao crescimento econômico da cidade. De acordo com Codesp, todos esses projetos o porto de Santos estarão movendo-se três vezes mais carga, dos atuais 97,2 milhões de toneladas para 230 milhões de toneladas, com a carga geral representando 53% desse volume, volume sólido para 30% e líquido a granel para 17%.",Quais são as principais questões desafiadoras que o porto de Santos enfrenta hoje?,Acesso e distribuição dentro da porta.
187,coastal_fisheries_of_brazil_1.txt,book,In this study coastal artisanal fishers are defined as independent fish harvesters whose livelihood is based on fishing on a part or full-time basis using labour and knowledge-intensive fishing techniques and employing family or community labour often on a sharing basis for harvesting in coastal habitats. The fish caught are normally sold in the local market usually through middlemen although some is for home consumption. The artisanal fisheries sector has a longstanding tradition in Brazil. Before the governmental incentives to develop industrial fisheries in 1967 artisanal fisheries accounted for more than 80% of the fish production in the country. Today it is responsible for approximately 54% of the total marine landings of about 516 000 tonnes (Figure 2).,How many of the total marine landings the artisanal fisheries sector is responsible for?,54%,"Neste estudo, os pescadores artesanais costeiros são definidos como colheitadeiras independentes de peixes cuja meia-subsistência é baseada na pesca de uma parte ou na base de tempo integral, utilizando técnicas de pesca intensivas em trabalho e conhecimento e empregando a família ou trabalho comunitário, muitas vezes em uma base de compartilhamento em habitats costeiros em habitats . Os peixes capturados são normalmente vendidos no mercado local geralmente através de intermediários, embora alguns seja para consumo doméstico. O setor de pesca artesanal tem uma longa tradição no Brasil. Antes dos incentivos governamentais de desenvolver pesca industrial em 1967, a pesca artesanal representaram mais de 80% da produção de peixes no país. Hoje é responsável por aproximadamente 54% do total dos desembarques marinhos de cerca de 516 000 toneladas (Figura 2).",Quantos dos desembarques marinhos totais o setor de pesca artesanal é responsável por?,54%
188,coastal_fisheries_of_brazil_2.txt,book,The State through the Navy also tried to control artisanal fishers through forced services. As a result rebellions occurred in 1903 in Rio de Janeiro and Ceará. To control these rebellions in 1921 the Brazilian Navy created the first fishers guilds (Colônias de Pescadores). According to the guild regulations all fishers should be registered in order to receive permission to fish. In practice each coastal municipality had its own guild that regulated the lives of fishers. However with the promulgation of the new Brazilian Constitution in 1988 fishers were given rights to organize their own free associations.,why did the brazilian navy crated the first fischers guild?,to control rebelions,"O estado através da Marinha também tentou controlar os pescadores artesanais através de serviços forçados. Como resultado, as rebeliões ocorreram em 1903 no Rio de Janeiro e no Ceará. Para controlar essas rebeliões em 1921, a Marinha brasileira criou as primeiras guildas de pescadores (Colônia de Pescadores). De acordo com os regulamentos da guilda, todos os pescadores devem ser registrados para receber permissão para pescar. Na prática, cada município costeiro tinha sua própria guilda que regulou a vida dos pescadores. No entanto, com a promulgação da nova Constituição Brasileira em 1988, os pescadores receberam direitos para organizar suas próprias associações livres.",Por que a Marinha Brasileira atacou a primeira guilda de Fischers?,Para controlar rebeliões
189,Santos Basin.txt,wikipedia,"The Itanhaém Formation is 517 metres (1,696 ft) thick and consists of dark grey shales, silts and light grey marls, ochre-brown calcisilts and subordinated sandstones. These facies change laterally into the coarse clastics of the Florianópolis Formation. Facies analysis indicates a marine environment ranging from sub-littoral (inner neritic) and more rarely to pelagic (outer bathyal) conditions. The age based on planktonic foraminifera and pollen is Early Albian.",How thick is the Itanhaém Formation? ,It is 517 metres thick.,"A formação de Itanhaém é de 517 metros (1.696 pés) de espessura e consiste em xícolas cinzentas escuras, siltes e marls cinza cinza, calcisilts ocre-marrons e arenitos subordinados. Essas fácies mudam lateralmente para o clástico grosseiro da formação de Florianópolis. A análise de fácies indica um ambiente marítimo que varia de sub-littoral (nerítico interior) e mais raramente a condições pelágicas (banheiras externas). A idade baseada em foraminifera planctônica e pólen é cedo Albian.",Quão espessa é a formação de Itanhaém?,É 517 metros de espessura.
190,Ilha_de_Boipeba.txt,wikipedia,"The island was first settled in 1537 by Jesuits from Portugal making it one of the oldest settled places in the state of Bahia. The Church of Divino Espírito Santo built in 1610 is the island's most important monument.The name Boipeba comes from the word ""M'boi pewa"" in the Tupi language which means ""flat snake"" the native name for the sea turtle.",what is the most important monument in Boipeba island?,The Church of Divino Espírito Santo,"A ilha foi instalada em 1537 por jesuítas de Portugal, tornando-se um dos lugares mais antigos estabelecidos no estado da Bahia. A Igreja de Divino Espírito Santo construída em 1610 é o monumento mais importante da ilha. O nome Boipeba vem da palavra ""m'boi pewa"" na língua tupi, o que significa ""cobra plana"" o nome nativo para a tartaruga marinha.",Qual é o monumento mais importante na Ilha Boipeba?,A igreja de divino espírito santo
191,Ganabara_Bay.txt,wikipedia,"The name Guanabara comes from the Tupi language, goanã-pará, from gwa ""bay"", plus nã ""similar to"" and ba'ra ""sea"". Traditionally, it is also translated as ""the bosom of sea"".",How traditionally is Guanabara translated?,bosom of the sea,"O nome Guanabara vem da língua tupi, Goanã-Pará, da Gwa ""Bay"", além de Nã ""semelhante a"" e ""mar"". Tradicionalmente, também é traduzido como ""o seio do mar"".",Quão tradicional é guanabara traduzida?,Bosoom do mar
192,Alcatrazes_Islands.txt,wikipedia,"The islands are believed to present their very current format since at least 2.5 million years ago. However, during the last glacial period (in between 85 thousand and 15 thousand years ago), the sea water was receded in such a way that the archipelago was actually a mountain still connected to the continent.Alcatrazes is formed by five main islands. The biggest one is known as Alcatrazes Island (2.5 km long with an area of 170 hectares (420 acres)) and the other ones are called da Sapata, do Paredão, do Porto (or do Farol) and do Sul. There are also four unnamed islets; five lajes (Dupla, Singela, do Paredão, do Farol and Negra); and two placers (Nordeste and Sudeste). Its depth can reach 50 m. Its total oceanic coverage is of 67,000 hectares (170,000 acres).The highest point of the archipelago is the Boa Vista (or dos Alcatrazes) Peak, 316 m high. Another peak is do Oratório at 154 m. The islands' faces are marked by rocky, steep walls that can reach up to 200 metres (660 ft) in height. Between the southern and eastern arms of the main island is the Saco do Funil, the most protected part of the island and the place where the Brazilian Navy used to practice shooting (see details in the ""History"" section below).The Farol Island, also known as Porto Island, has a 7m tall lighthouse (hence its name; ""farol"" is Portuguese for lighthouse).",What was the glacial period of the Alcatrazes archipelago connected to the mainland?,85 thousand and 15 thousand years ago,"Acredita-se que as ilhas apresentem seu formato atual desde pelo menos 2,5 milhões de anos atrás. No entanto, durante o último período glacial (entre 85 mil e 15 mil anos atrás), a água do mar foi recuada de tal forma que o arquipélago era na verdade uma montanha ainda conectada ao continente.Alcatrazes é formado por cinco ilhas principais. O maior é conhecido como Ilha Alcatrazes (2,5 km de comprimento com uma área de 170 hectares (420 acres)) e os outros são chamados da Sapata, do Paredão, do Porto (ou do Farol) e do Sul. Há também quatro ilhotas sem nome; Cinco Lajes (Dupla, Singela, Paredão, Do Farol e Negra); e dois placers (Nordeste e Sudeste). Sua profundidade pode atingir 50 m. Sua cobertura oceânica total é de 67.000 hectares (170.000 acres). O ponto mais alto do arquipélago é o pico de Boa Vista (ou alcatrazes), 316 m de altura. Outro pico é Oratrio a 154 m. Os rostos das ilhas são marcados por paredes rochosas e íngremes que podem atingir até 200 metros (660 pés) de altura. Entre os braços do sul e oriental da ilha principal é o Saco do Funil, a parte mais protegida da ilha e o lugar onde a Marinha brasileira costumava praticar tiroteio (ver detalhes na seção ""História"" abaixo). A ilha de Farol, Também conhecido como Porto Island, tem um farol alto de 7m (daí seu nome; ""Farol"" é português para farol).",Qual foi o período glacial do arquipélago de Alcatrazes ligado ao continente?,85 mil e 15 mil anos atrás
193,Bay_of_All_Saints.txt,wikipedia,The Italian explorer Amerigo Vespucci was the first European to visit the bay during his second expedition to the Americas. He entered the bay on All Saints' Day (November 1) 1501. He named the Bay of the Holy Savior of All the Saints after the date and his parish church in Florence San Salvatore di Ognissanti. Initially the bay its principal settlement and the captaincy around it all shared the same name but they were eventually distinguished the state becoming simply Bahia the bay becoming the Bay of All Saints and the city becoming first Bahia and now (usually) Salvador.,When did Amerigo Vespucci entered the Bay of All Saints?,In 1501.,"O Italian Explorer Amerigo Vespucci foi o primeiro europeu a visitar a baía durante sua segunda expedição às Américas. Ele entrou na baía em todos os dias de Santos (1º de novembro) 1501. Ele nomeou a Baía do Santo Salvador de todos os santos após a data e sua igreja paroquial em Florença San Salvatore di Ognissanti. Inicialmente a baía seu assentamento principal e a capitania em torno de tudo compartilhava o mesmo nome, mas eles foram eventualmente distinguir o estado se tornando simplesmente Bahia a baía tornando-se a Baía de todos os santos e a cidade tornando-se primeiro Bahia e agora (geralmente) Salvador.",Quando Amerigo Vespucci entrou na baía de todos os santos?,Em 1501.
194,Ilhabela.txt,wikipedia,Ilhabela is part of the Metropolitan Region of Vale do Paraíba e Litoral Norte. The population is 35591 (2020 est.). The islands in total cover 347.52 km2 (134.18 sq mi). During the holiday months up to one hundred thousand people may be on the island since it is a popular destination for tourists. To access the city one must take a boat or ferry in São Sebastião as there are no roads which reach it. During the summer one may wait several hours to take the ferry boat. The ferry takes 15 minutes to cross the channel between the two cities.,Ilhabela is part of what brazilian metropolitan region?,Metropolitan Region of Vale do Paraíba e Litoral Norte,"Ilhabela faz parte da região metropolitana de Vale do Parába e Litoral Norte. A população é 35591 (2020 est.). As ilhas na cobertura total 347,52 km2 (134,18 mi). Durante os meses de férias até cem mil pessoas podem estar na ilha, já que é um destino popular para os turistas. Para acessar a cidade é preciso pegar um barco ou balsa em São Sebastião, pois não há estradas que alcançam. Durante o verão, pode-se esperar várias horas para levar o ferryboat. A balsa leva 15 minutos para atravessar o canal entre as duas cidades.",Ilhabela faz parte do que região metropolitana brasileira?,Região Metropolitana de Vale do Paraíba e Litoral Norte
195,Alcatrazes_Islands.txt,wikipedia,"Some 10,000 birds live in the archipelago, with over 100 different confirmed species, including endangered ones like the American oystercatcher and the South American tern.In the waters surrounding the archipelago, several species live among the grooved brain corals, including 400 species of invertebrates and between 200 and 250 species of fish, a number superior to anywhere else in Brazil, including the much bigger Fernando de Noronha archipelago, with 150 species. The place is also visited by cetaceans. The not so long but also not so short distance between island and continent combined with the fact that it is located in a transition zone of warm tropical waters to colder subtropical ones make for the big diversity of fishes.The sea around the islands wouldn't receive much attention until the 1990s, because diving was not yet regarded as a true scientific tool in Brazil. It was in the archipelago that such reality began to change.Beside the Navy exercises, another threat to the local ecosystem is the sea pollution, be it from chemical dejects (which contaminate the plankton and, consequently, the whole food chain involved with it) or incorrectly disposed waste. The invasive orange cup coral is another risk to the local fauna. They were first detected in 2011 and, since then, they are monitored and removed so they do not become a plague, although its eradication is no longer considered possible to achieve.",What are the threats to the Alcatrazes ecosystem?,"exercise of the Navy, pollution of the sea, chemical wastes and residues.","Cerca de 10.000 pássaros vivem no arquipélago, com mais de 100 espécies confirmadas diferentes, incluindo as amêndicas como o ostérrilo americano e o Tern da América do Sul. Nas águas que cercam o arquipélago, várias espécies vivem entre os corais cerebrais sulcados, incluindo 400 espécies de invertebrados e Entre 200 e 250 espécies de peixes, um número superior a qualquer outro lugar no Brasil, incluindo o muito maior Arquipélago de Fernando de Noronha, com 150 espécies. O local também é visitado por cetáceos. Os não tão longos, mas também não tão curta distância entre a ilha e o continente combinado com o fato de que está localizado em uma zona de transição de águas tropicais quentes para as subtropicais mais frias fazem para a grande diversidade de peixes. O mar ao redor das ilhas não Receba muita atenção até a década de 1990, porque o mergulho ainda não foi considerado como uma verdadeira ferramenta científica no Brasil. Foi no arquipélago que essa realidade começou a mudar.Beside os exercícios da Marinha, outra ameaça ao ecossistema local é a poluição do mar, seja de produtos químicos de desenhos (que contaminam o plâncton e, consequentemente, toda a cadeia alimentar envolvida) ou desperdício incorretamente disposto. O copo de laranja invasivo coral é outro risco para a fauna local. Eles foram detectados pela primeira vez em 2011 e, desde então, são monitorados e removidos para que não se tornem uma praga, embora sua erradicação não seja mais considerada possível.",Quais são as ameaças ao ecossistema de Alcatrazes?,"Exercício da Marinha, Poluição do Mar, Resíduos Químicos e Resíduos."
196,Port_of_Santos.txt,wikipedia,It is the world's 39th largest port in terms of container traffic and South America's largest.,What is the South America's largest port?,The Port of Santos.,É o 39º maior porto do mundo em termos de tráfego de contêineres e maior da América do Sul.,Qual é o maior porto da América do Sul?,O porto de Santos.
197,Ilha_Comprida.txt,wikipedia,It is part of the Iguape-Cananéia-Paranaguá estuary lagoon complex.,Where is Ilha Comprida located?,it is part of the Iguape-Cananéia-Paranaguá estuary lagoon complex.,Faz parte do complexo da lagoa do estuário do Iguape-Cananéia-Paranaguá.,Onde está localizada a Ilha Compreda?,Faz parte do complexo da lagoa do estuário do Iguape-Cananéia-Paranaguá.
198,Alcatrazes_Islands.txt,wikipedia,"The islands are believed to present their very current format since at least 2.5 million years ago. However, during the last glacial period (in between 85 thousand and 15 thousand years ago), the sea water was receded in such a way that the archipelago was actually a mountain still connected to the continent.Alcatrazes is formed by five main islands. The biggest one is known as Alcatrazes Island (2.5 km long with an area of 170 hectares (420 acres)) and the other ones are called da Sapata, do Paredão, do Porto (or do Farol) and do Sul. There are also four unnamed islets; five lajes (Dupla, Singela, do Paredão, do Farol and Negra); and two placers (Nordeste and Sudeste). Its depth can reach 50 m. Its total oceanic coverage is of 67,000 hectares (170,000 acres).The highest point of the archipelago is the Boa Vista (or dos Alcatrazes) Peak, 316 m high. Another peak is do Oratório at 154 m. The islands' faces are marked by rocky, steep walls that can reach up to 200 metres (660 ft) in height. Between the southern and eastern arms of the main island is the Saco do Funil, the most protected part of the island and the place where the Brazilian Navy used to practice shooting (see details in the ""History"" section below).The Farol Island, also known as Porto Island, has a 7m tall lighthouse (hence its name; ""farol"" is Portuguese for lighthouse).",How many unnamed islands have Alcatrazes?,four,"Acredita-se que as ilhas apresentem seu formato atual desde pelo menos 2,5 milhões de anos atrás. No entanto, durante o último período glacial (entre 85 mil e 15 mil anos atrás), a água do mar foi recuada de tal forma que o arquipélago era na verdade uma montanha ainda conectada ao continente.Alcatrazes é formado por cinco ilhas principais. O maior é conhecido como Ilha Alcatrazes (2,5 km de comprimento com uma área de 170 hectares (420 acres)) e os outros são chamados da Sapata, do Paredão, do Porto (ou do Farol) e do Sul. Há também quatro ilhotas sem nome; Cinco Lajes (Dupla, Singela, Paredão, Do Farol e Negra); e dois placers (Nordeste e Sudeste). Sua profundidade pode atingir 50 m. Sua cobertura oceânica total é de 67.000 hectares (170.000 acres). O ponto mais alto do arquipélago é o pico de Boa Vista (ou alcatrazes), 316 m de altura. Outro pico é Oratrio a 154 m. Os rostos das ilhas são marcados por paredes rochosas e íngremes que podem atingir até 200 metros (660 pés) de altura. Entre os braços do sul e oriental da ilha principal é o Saco do Funil, a parte mais protegida da ilha e o lugar onde a Marinha brasileira costumava praticar tiroteio (ver detalhes na seção ""História"" abaixo). A ilha de Farol, Também conhecido como Porto Island, tem um farol alto de 7m (daí seu nome; ""Farol"" é português para farol).",Quantas ilhas unnamed têm Alcatrazes?,Quatro.
199,coastal_fisheries_of_brazil_3.txt,book,Fishers’ access to infrastructure and to social services is normally precarious in coastal communities as well as in urban zones. Table 2 compares some statistics that characterize the living conditions in certain artisanal fishing communities of selected coastal states.,what is the situation of fischers access to infrastructure and social services in Brazil?,precarious,"O acesso dos pescadores à infraestrutura e aos serviços sociais é normalmente precário em comunidades costeiras, bem como em zonas urbanas. A Tabela 2 compara algumas estatísticas que caracterizam as condições de vida em certas comunidades de pesca artesanais de estados costeiros selecionados.",Qual é a situação do acesso aos Fiscers a infraestrutura e serviços sociais no Brasil?,precário
200,Port_of_Santos.txt,wikipedia,It is the world's 39th largest port in terms of container traffic and South America's largest.,How big is the Port of Santos worldwide?,It is the world's 39th largest port in terms of container traffic.,É o 39º maior porto do mundo em termos de tráfego de contêineres e maior da América do Sul.,Quão grande é o porto de Santos em todo o mundo?,É o 39º maior porto do mundo em termos de tráfego de contêineres.
201,Coastal fisheries of Brazil.txt,book,"Coastal  fisheries  have  been  receiving  an  increasing  level  of  attention  from governmental and academic institutions in Brazil in recent years. The reasons for this  are  many,  but  the  most  important  are:  the  general  failure  of  governmental policies for the development of the fisheries sector, which have been focused almost exclusively on industrial fisheries; the growing recognition of the importance of artisanal fishers who, without support from the government, continue to supply local  and  regional  markets;  the  innumerable  pressures  that  artisanal  fishing communities have been suffering, owing to the expansion of the interests of the real-estate and tourism sectors and environmental degradation – factors that often force  the  fishers  to  move  to  cities,  having  lost  their  land;  the  coverage  given  to these conflicts by the press; the recent political liberalization in Brazil after the military  regime  (1964  to  1984),  which  allowed  the  marginalized  and  forgotten groups of society to express themselves more freely, especially in defence of their rights and aspirations in the Constituent National Assembly; the work carried out by non-governmental organizations, in particular, the Catholic Church, through the activities of the Fisheries’ Pastoral mainly in the north and northeastern states; and the birth of the National Movement of Fishers (MONAPE) in 1989.",Why are artisanal fishermen increasingly recognized? ,Because they supply local and regional markets.,"As pescarias costeiras têm recebido um nível crescente de atenção das instituições governamentais e acadêmicas no Brasil nos últimos anos. As razões para isso são muitas, mas as mais importantes são: o fracasso geral das políticas governamentais para o desenvolvimento do setor de pesca, que se concentraram quase exclusivamente em pesca industrial; O crescente reconhecimento da importância dos pescadores artesanais que, sem apoio do governo, continuam a fornecer aos mercados locais e regionais; As inúmeras pressões que as comunidades de pesca artesanal têm sofrido, devido à expansão dos interesses dos setores imobiliário e turismo e degradação ambiental - fatores que muitas vezes forçam os pescadores a se mudarem para as cidades, tendo perdido sua terra; a cobertura dada a esses conflitos pela imprensa; A recente liberalização política no Brasil após o regime militar (1964 a 1984), que permitiu aos grupos marginalizados e esquecidos da sociedade se expressarem mais livremente, especialmente em defesa de seus direitos e aspirações na Assembléia Nacional Constituinte; O trabalho realizado por organizações não governamentais, em particular, a Igreja Católica, através das atividades da Pastoral das Pescas, principalmente nos estados norte e nordeste; e o nascimento do movimento nacional de pescadores (Monape) em 1989.",Por que os pescadores artesanais são cada vez mais reconhecidos?,Porque eles fornecem mercados locais e regionais.
202,Coastline_of_Brazil.txt,wikipedia,"A considerable number of geographical features can be found all through the coastal areas like islands reefs and bays. The beaches of Brazil (2095 in total) are famous in the world and receive a great number of tourists.A famous expression in Brazil is ""from Oiapoque to Chuí"" which means from the extreme south to the extreme north of the country. However the actual northernmost point in Brazil is the Monte Caburaí in the far from the coast state of Roraima whereas the southernmost point is in Santa Vitória do Palmar the city from which Chuí emancipated.",What was the city Chuí emancipated?,Santa Vitória do Palmar,"Um número considerável de características geográficas pode ser encontrado por todas as áreas costeiras, como recifes e baías de ilhas. As praias do Brasil (2095 no total) são famosas no mundo e recebem um grande número de turistas. Uma famosa expressão no Brasil é ""de Oiapoque a Chuí"", o que significa do extremo sul até o extremo norte do país. No entanto, o ponto mais ao norte do Brasil é o Monte Caburaí no distante do estado da costa de Roraima, enquanto o ponto mais meridional está em Santa Vitória do Palmar, da qual Chuí emancipou.",Qual foi a cidade Chuí emancipated?,Papai Noel Vitória do Palmar
203,Port_of_Santos.txt,wikipedia,"The port of Santos was originally founded in 1892 on the banks of the Santos River. In 1913, there were about 90,00 inhabitants in the city of Santos and the economically active population was at about 37,000 with 22.7 percent working in the port as longshoremen, stevedores, carters, porters and coffee sackers. During the time after World War II, up to 1960, the port was known as the “Red Port” because of strong influence of Communism in the workers unions and city’s politics. Lack of investments and high tariffs were factors observed at the time and led the Port of Santos to a rapid decay around 1970. In 1980, the 90-year concession period ceded to Companhia Docas de Santos or CODESP. CODESP was a big player in the ports structure and worker culture. CODESP was in control of most of the port operations, created a new culture of work that created stronger bonds between the workers, and allowed for the creation of institutions to unite different categories of workers. Ever since the late 19th century the CODESP has tried to gain even more control over port operations. This, however, violated the workers’ sense of freedom and independence and caused the uprising of many of the worker institutions through different strikes for worker rights. In 1993, the Brazilian government realized that the singular control over the port that CODESP had was inhibiting the ports ability to be competitive and be more efficient. They then passed a law that de-monopolized the port's operational services.",When was the Port of Santos established?,1892.,"O porto de Santos foi originalmente fundado em 1892 nas margens do rio Santos. Em 1913, havia cerca de 90,00 habitantes na cidade de Santos e a população economicamente ativa foi de cerca de 37.000 com 22,7% trabalhando no porto como longshoremen, Stevedores, Carters, Porteiros e Sacoleiros de Café. Durante o tempo após a Segunda Guerra Mundial, até 1960, o porto era conhecido como ""Porto Vermelho"" por causa da forte influência do comunismo nos sindicatos e da política da cidade. A falta de investimentos e altas tarifas foram fatores observados na época e lideraram o porto de Santos a uma rápida decadência por volta de 1970. Em 1980, o período de concessão de 90 anos cedeceu à Companhia Docas de Santos ou Codesp. O Codesp era um grande jogador na estrutura das portas e na cultura de trabalhadores. O Codesp estava no controle da maioria das operações portuárias, criou uma nova cultura de trabalho que criou ligações mais fortes entre os trabalhadores e permitiu que a criação de instituições unisse diferentes categorias de trabalhadores. Desde o final do século XIX, o Codesp tentou obter ainda mais controle sobre as operações portuárias. Isso, no entanto, violou o senso de liberdade e independência dos trabalhadores e causou a revolta de muitas das instituições do trabalhador através de diferentes greves para os direitos trabalhadores. Em 1993, o governo brasileiro percebeu que o controle singular sobre o porto que o Codesp estava inibindo a capacidade das portas de ser competitiva e ser mais eficiente. Eles então passaram uma lei que des-monopolizou os serviços operacionais do porto.",Quando foi estabelecido o porto de Santos?,1892.
